web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549822656-1036","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Tushar G.","For highly concentrated minds only","23 October 2018","Great read for focused group of people who wants to add value in their life and society through meaningful deep....deep work.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549822916-1241","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","RAJESH K SAHU","Good book to improve focus on what is critical for a successful life","1 June 2016","The book is an eye opener to certain facts of our daily work which I earlier thought is important but turned to be shallow in nature that does not contribute to long term strategic success. It shows the path how to carefully separate your focus from shallow work and get it focuses to deep work which actually is more rewarding ...

I am pleased ...","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549822835-1136","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sahil Kr Thakur","Five Stars","26 May 2018","Really helpful","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549822838-1144","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Bidisha","Best book ever","15 August 2018","Best book ever. This is the best book ever I ever had","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1549822626-997","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rekha Singh","The Most important Book for today's knowledge worker","31 December 2018","We often get stressed about lack of time amidst deadlines and mounting workload. ""Deep Work"" intelligently sheds light on how we loose our productivity by concentrating on shallow work. Concepts like myelin, attention residue and busyness as a proxy to productivity are key takeaways. The entire book is complete with Facts and figures and takes into view different examples and point of views. Cal has done a commendable work in bring different points of view to the fore. Must read for any rational person interested in improving creativity, productivity and effectiveness in daily work and life.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549822896-1207","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","hetal","Five Stars","1 March 2017","good book on improving productivity","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1549822696-1059","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anant","Not so deep","12 December 2017","A book about deep work ends up a result of not so deep work. Too much reliance on other books, other person studies makes it irritating.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549822848-1155","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Beast quality","7 October 2018","Best quality","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1549822916-1237","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Navaneethan Santhanam","An interesting book with some flaws","29 May 2017","An interesting book that sums up a set of ideas on how to push oneself to one's cognitive limit and produce work of high quality. While the strategies appear reasonable, I wonder if Newport's background in academia and lack of work experience elsewhere affects his ability to truly understand at a personal level why depth is challenging. Often, he appears dismissive of concerns raised by people outside his realm. The other grouse i have is that Newport writes solely for an American audience. While it's perhaps unfortunate that most research on human behaviour and productivity is done in the US, it'd have made for a more convincing story if he had included more examples of depth from other countries and cultures.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549822767-1102","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Soumyaeep Mandal","Cal Newport's idea helped me to choose the right path","1 December 2018","Awesome book. Feeling confident as I have now a better idea about the world of knowledge, success, and true progress.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1549822896-1210","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mr. Happy","A good read, but not essential","24 June 2018","I bought a paperback copy of this book from a bookstore. While I agree with the general sentiment conveyed in this book, it doesn't strike me as something very new. The content is basically about incorporating a handful of good life choices (reinforced by real life examples) which should come to all of us as common sense, in case we are trying to improve our productivity (e.g. disconnecting from social media, not being available to others 24/7 etc.). I personally think, this book could have been rewritten in 100-150 pages, leaving out the non-essential and shallow parts.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1549822899-1220","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sushant Sahu","Yet another generic self help which will not take you anywhere","24 January 2018","This is possibly the worst book you can find here, there is absolutely nothing new or remotely new in it, all its says just like rest of the other self help books out there 1. Quit social media 2. Concentrate 3. Work Hard 4. You can do it etc etc I am sure you get an idea. The writer is clearly a narcissist who just can't stopping bragging what a hard worker or an awesome father he is.

Ten percent of this book is well written and can be entirely found on the introduction this explains why so many people got sucked into this substandard piece of work, the rest of the book is filled with the generic tips you can find on any blog or the other million self help books out there.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549822636-1009","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vedant","Great read!","28 September 2018","With a succinct, clear and to-the-point writing style, Cal Newport makes a strong case for the importance of deep work in today's information economy and also provides actionable strategies to achieve and maintain the focus required for it. Highly recommended read","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549822989-1265","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","your book can't be replicated","1 November 2017","One of the best books I have read till now.
A deep insight into what produces value in current generation.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1549822848-1158","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","bhanu","Love this book","26 September 2018","Really wonderful book...","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1549822746-1086","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","KoushiK Talukdar","The Book is Good","8 January 2019","Well read","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1549822916-1233","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nandha","One Star","18 March 2017","I got the product for 360rs. in a day it got reduced to 240rs","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549822785-1115","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Guruji","Deep work Deep work","8 July 2018","It's book about Deep work . For deep work you have to focus & make a habit of go to offline .","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1549822835-1135","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kindle Customer","Amazing transformative life changing book","19 January 2017","I have started applying learnings from the book and can already feel a calm and confidence in my work and personal life","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549822738-1079","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Pranil Prabhakar Bhate","Simple rules for staying focused in this distracted world.","20 October 2018","The book highlights the importance of staying focused to achieve results and tips to do so in this distracted world.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549822730-1069","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Shivam Dhar","One of life changing books you would love reading.","4 March 2018","In this world full of distraction, If you really want to make yourself focussed on that one particular thing which you had prioritized, Then this book is for you. Go get it and read. ❤❤❤","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
